31-10-20,14:23:03,Santa Anastasia,45,04FB3CF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:22:50,Santa Anastasia,45,04FF1DF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,14:22:38,Santa Anastasia,45,04F74DF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:19:55,Torre Lamberti,41,04F868F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:19:52,Torre Lamberti,41,04F879F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:17:43,Casa Giulietta,28,04FB9CF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:17:42,Casa Giulietta,28,04046FF2185081,31-10-20,in,1,vrcard-24-2019
31-10-20,14:17:05,Casa Giulietta,28,04014DF2185081,31-10-20,in,1,vrcard-24-2019
31-10-20,14:17:03,Casa Giulietta,28,04FB4BF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:15:03,Tomba Giulietta,40,04FC9BF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:15:01,Tomba Giulietta,40,04FBF4F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:09:40,Santa Anastasia,45,04FED2F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:09:37,Santa Anastasia,45,04FD1EF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,14:06:51,Santa Anastasia,45,04FBE6F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:06:48,Santa Anastasia,45,04FEA0F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:06:42,Santa Anastasia,45,04FA45F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,14:06:40,Santa Anastasia,45,04FBFCF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:03:46,Santa Anastasia,45,04FB04F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,14:02:46,Casa Giulietta,28,047446F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,14:02:44,Casa Giulietta,28,047B2AF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,13:57:38,Casa Giulietta,28,04F879F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:57:36,Casa Giulietta,28,04F868F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:57:12,Torre Lamberti,41,04F5C3F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:57:08,Torre Lamberti,41,04F631F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,13:56:48,Castelvecchio,35,04FCEDF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:56:42,Castelvecchio,35,04FE33F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:47:42,Santa Anastasia,45,04F3A64A216280,31-10-20,in,1,vrcard-48-2019
31-10-20,13:47:39,Santa Anastasia,45,04ECA64A216280,31-10-20,in,1,vrcard-48-2019
31-10-20,13:47:08,Arena,25,04133BE2185085,31-10-20,in,1,vrcard-48-2019
31-10-20,13:47:05,Arena,25,043390E2185081,31-10-20,in,1,vrcard-48-2019
31-10-20,13:40:48,Museo Storia,37,04F602F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,13:40:46,Museo Storia,37,04F60FF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:40:43,Tomba Giulietta,40,04D9B44A216280,31-10-20,in,1,vrcard-48-2019
31-10-20,13:40:35,Tomba Giulietta,40,04D2B44A216280,31-10-20,in,1,vrcard-48-2019
31-10-20,13:40:03,Duomo,23,04FB04F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,13:34:13,Duomo,23,0442C0E2185081,31-10-20,in,1,vrcard-48-2019
31-10-20,13:34:11,Duomo,23,040F2AE2185085,31-10-20,in,1,vrcard-48-2019
31-10-20,13:29:16,San Zeno,26,04FB22F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:29:09,San Zeno,26,04FC89F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:17:46,Duomo,23,04FD1CF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:17:42,Duomo,23,04FC3BF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,13:16:30,Castelvecchio,35,04F794F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:16:29,Castelvecchio,35,04F78FF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:15:58,Casa Giulietta,28,04FBFCF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:15:57,Casa Giulietta,28,04FA45F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,13:15:53,Casa Giulietta,28,04FEA0F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:15:49,Casa Giulietta,28,04FBE6F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:15:16,Duomo,23,040138F2185085,31-10-20,in,1,vrcard-24-2019
31-10-20,13:12:59,Torre Lamberti,41,04FED2F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:12:55,Torre Lamberti,41,04FD1EF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,13:11:11,Casa Giulietta,28,04F76FF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:11:07,Casa Giulietta,28,04F720F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,13:11:05,Casa Giulietta,28,04F78DF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:11:03,Casa Giulietta,28,04F7E4F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:07:33,Arena,25,04046FF2185081,31-10-20,in,1,vrcard-24-2019
31-10-20,13:07:31,Arena,25,04FB9CF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:06:51,Duomo,23,04FBD6F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:06:49,Duomo,23,04FB9BF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:06:37,Arena,25,04FB4BF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:06:33,Arena,25,04014DF2185081,31-10-20,in,1,vrcard-24-2019
31-10-20,13:04:30,Santa Anastasia,45,04FC3BF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,13:04:24,Santa Anastasia,45,04FD1CF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,13:00:50,Duomo,23,04EA2FF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,13:00:39,Duomo,23,04E62DF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,12:56:14,Torre Lamberti,41,04ECA64A216280,31-10-20,in,1,vrcard-48-2019
31-10-20,12:56:12,Torre Lamberti,41,04F3A64A216280,31-10-20,in,1,vrcard-48-2019
